Title,Price,Rating,Description,Author,LINK
University Chemistry: Frontiers and Foundations from a Global and Molecular Perspective,$67.99,5,"A new approach to teaching university-level chemistry that links core concepts of chemistry and physical science to current global challenges.Introductory chemistry and physics are generally taught at the university level as isolated subjects, divorced from any compelling context. Moreover, the “formalism first” teaching approach presents students with disembodied knowledge, abstract and learned by rote. By contrast, this textbook presents a new approach to teaching university-level chemistry that links core concepts of chemistry and physical science to current global challenges. It provides the rigorous development of the principles of chemistry but places these core concepts in a global context to engage developments in technology, energy production and distribution, the irreversible nature of climate change, and national security. Each chapter opens with a “Framework” section that establishes the topic’s connection to emerging challenges. Next, the “Core” section addresses concepts including the first and second law of thermodynamics, entropy, Gibbs free energy, equilibria, acid-base reactions, electrochemistry, quantum mechanics, molecular bonding, kinetics, and nuclear. Finally, the “Case Studies” section explicitly links the scientific principles to an array of global issues. These case studies are designed to build quantitative reasoning skills, supply the technology background, and illustrate the critical global need for the infusion of technology into energy generation. The text’s rigorous development of both context and scientific principles equips students for advanced classes as well as future involvement in scientific and societal arenas. University Chemistry was written for a widely adopted course created and taught by the author at Harvard.",James G. Anderson,https://www.amazon.com/University-Chemistry-Frontiers-Foundations-Perspective-ebook/dp/B08QM8BPVC/ref=sr_1_12?keywords=chemistry+mit&qid=1680594622&s=books&sr=1-12
"The Beauty of Chemistry: Art, Wonder, and Science",$33.99,4.7,"Images and text capture the astonishing beauty of the chemical processes that create snowflakes, bubbles, flames, and other wonders of nature.Chemistry is not just about microscopic atoms doing inscrutable things; it is the process that makes flowers and galaxies. We rely on it for bread-baking, vegetable-growing, and producing the materials of daily life. In stunning images and illuminating text, this book captures chemistry as it unfolds. Using such techniques as microphotography, time-lapse photography, and infrared thermal imaging, The Beauty of Chemistry shows us how chemistry underpins the formation of snowflakes, the science of champagne, the colors of flowers, and other wonders of nature and technology. We see the marvelous configurations of chemical gardens; the amazing transformations of evaporation, distillation, and precipitation; heat made visible; and more.",Philip Ball,https://www.amazon.com/Beauty-Chemistry-Art-Wonder-Science/dp/0262044412/ref=sr_1_13?keywords=chemistry+mit&qid=1680594622&s=books&sr=1-13
The Atom: A Visual Tour (The MIT Press),$33.49,4.8,"An accessible and engaging guide to the atom, the smallest, most fundamental constituent of matter.Until now, popular science has relegated the atom to a supporting role in defining the different chemical elements of the periodic table. In this book, Jack Challoner places the atom at center stage. The Atom investigates the quest to identify the smallest, most fundamental constituents of matter—and how that quest helps us to understand what everything is made of and how it all works. Challoner covers a wide range of topics—including the development of scientific thinking about atoms and the basic structure of atoms; how atomic interactions account for the familiar properties of everyday materials; the power of the atomic nucleus; and what the mysterious quantum realm of subatomic particles can tell us about the very nature of reality. Illustrated in color throughout, The Atom offers clear answers to questions we have all pondered, as well as some we have never even dreamed of. It describes the amazing discoveries scientists have made about the fundamental building blocks of matter—from quarks to nuclear fission to the “God particle”—and explains them accessibly and concisely. The Atom is the engaging and straightforward introduction to the topic that we didn't get in school.",Jack Challoner,https://www.amazon.com/Atom-Visual-Tour-Mit-Press/dp/026203736X/ref=sr_1_14?keywords=chemistry+mit&qid=1680594622&s=books&sr=1-14
The Nine Elements of a Sustainable Campus (The MIT Press),$30.00,4,"A former college president offers a framework for sustainability on campus, describing initiatives that range from renewable energy to a revamped curriculum to sustainable investment.Colleges and universities offer our best hope for raising awareness about the climate crisis and the other environmental threats. But most college and university administrations need guidance on the path to sustainability. In The Nine Elements of a Sustainable Campus, Mitchell Thomashow, a former college president, provides just that. Drawing on his experiences at Unity College in Maine, he identifies nine elements for a sustainability agenda: energy, food, and materials (aspects of infrastructure); governance, investment, and wellness (aspects of community); and curriculum, interpretation, and aesthetics (aspects of learning). He then describes how Unity put these elements into practice. Connecting his experiences to broader concerns, Thomashow links the campus to the planet, reminding us that local efforts, taken together, can have a global impact.",Mitchell Thomashow,https://www.amazon.com/Nine-Elements-Sustainable-Campus-Press/dp/0262529009/ref=sr_1_15?keywords=chemistry+mit&qid=1680594622&s=books&sr=1-15
"Fundamentals Of Database System, 7Th Edn",$165.32,4.4,"Please Read Notes: Brand New, International Softcover Edition, Printed in black and white pages, minor self wear on the cover or pages, Sale restriction may be printed on the book, but Book name, contents, and author are exactly same as Hardcover Edition. Fast delivery through DHL/FedEx express.",Elmasri Ramez And Navathe Shamkant,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4ODc2NjIyNzIzMTU2Mzg0OjE2ODA1OTQ3OTI6c3BfYXRmOjIwMDQ5MTAzNDUyNzA4OjowOjo&url=%2FFundamentals-Database-System-Elmasri-Ramez%2Fdp%2F933258270X%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Ddbms%2Bbook%26qid%3D1680594792%26s%3Dbooks%26sr%3D1-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Secret Oracle - Unleashing the Full Potential of the Oracle DBMS by Leveraging Undocumented Features,$40.19,4.1,"Secret ORACLE is the definitive guide to undocumented and partially documented features of the ORACLE database server. This book will improve your efficiency as an ORACLE database administrator and enable you to master more difficult administrative, tuning, and troubleshooting tasks than you ever thought possible. Topics covered include: The MERITS performance optimization method, which extends the state-of-the-art wait event tuning paradigm. Controlling processes of an ORACLE instance with the fragmentarily documented ORADEBUG command to trace SQL statements as well as wait events and dump process state, call stack, and hang analysis information. Tracing the cost based optimizer to understand its cost calculations and decisions. Understanding hidden parameters that govern Automatic PGA Memory Management. Leveraging undocumented features of the Oracle10g/11g scheduler and other partially or fully undocumented PL/SQL packages, such as DBMS_SYSTEM, DBMS_SUPPORT, and DBMS_UTILITY.",Norbert Debes,https://www.amazon.com/Unleashing-Potential-Leveraging-Undocumented-Features/dp/1435705513/ref=sr_1_3?keywords=dbms+book&qid=1680594792&s=books&sr=1-3
"SQL All - In - One For Dummies, 3ed",$32.62,4.6,Exactly what i needed  .,Allen G. Taylor,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4ODc2NjIyNzIzMTU2Mzg0OjE2ODA1OTQ3OTI6c3BfbXRmOjIwMDI5ODc2MDczMjA2OjowOjo&url=%2FSQL-All-One-Dummies-3ed%2Fdp%2F8126534494%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Ddbms%2Bbook%26qid%3D1680594792%26s%3Dbooks%26sr%3D1-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Introduction to DBMS: Designing and Implementing Databases from Scratch for Absolute Beginners (English Edition),$29.95,5,"Database and I: A unified view of the DatabaseKey Features● Explains database fundamentals by using examples from the actual world.● Extensive hands-on practice demonstrating SQL topics using MySQL standards.● All-inclusive coverage for systematic reading and self-study.DescriptionThe knowledge of Database Management Systems (DBMS) has become a de facto necessity for every business user. Understanding various databases and how it becomes an integral part of any application has been a popular curriculum for undergraduates.In this book, you will learn about database design and how to build one. It has six chapters meant to bridge the gap between theory and legit implementation. Concepts and architecture, Entity-relation model, Relational model, Structured Query Language, Relational database design, and transaction management are covered in the book. The ER and relational models are demonstrated using a database system from an engineering college and implemented using the MySQL standard. The final chapter explains transaction management, concurrency, and recovery methods. The final chapter explains transaction management, concurrency, and recovery methods.With a straightforward language and a student-centered approach, this book provides hands-on experience with MySQL implementation. It will be beneficial as a textbook for undergraduate students, and database specialists in their professional capacity may also use it.What you will learn● Acquire a firm grasp of the principles of data and database management systems.● Outlines the whole development and implementation process for databases.● Learn how to follow step-by-step normalization rules and keep your data clean.● MySQL operations such as DDL, DML, DCL, TCL, and embedded queries are performed.● Develop an understanding of how the transaction management and recovery system operates.Who this book is forThis book is ideal for anyone who is interested in learning more about Database Management Systems, whether they are undergraduate students, new database developers, or with some expertise. Programming foundations, file system ideas, and discrete structure concepts are recommended but not required.Table of Contents1. Database System Concepts and Architecture2. The Entity-Relationship Model3. Relational Model and Relational Algebra4. Structured Query Language and Indexing5. Relational Database Design6. Transactions Management and Concurrency and Recovery",Dr. Hariram Chavan,https://www.amazon.com/Introduction-DBMS-Designing-Implementing-Databases/dp/9355510268/ref=sr_1_14?keywords=dbms+book&qid=1680594792&s=books&sr=1-14
Database Management Systems,$166.00,4.2,"Please Read Notes: Brand New, International Softcover Edition, Printed in black and white pages, minor self wear on the cover or pages, Sale restriction may be printed on the book, but Book name, contents, and author are exactly same as Hardcover Edition. Fast delivery through DHL/FedEx express.",RAMAKRISHNAN,https://www.amazon.com/Database-Management-Systems-Raghu-Ramakrishnan/dp/9339213114/ref=sr_1_8?keywords=database+management+system+books&qid=1680595294&s=books&sr=1-8
Database Management System,$103.98,5,"A database management system (DBMS) is a collection of programs that enable users to create and maintain a database; it also consists of a collection of interrelated data and a set of programs to access that data. Hence, a DBMS is a general-purpose software system that facilitates the processes of defining, constructing, and manipulating databases for various applications. The primary goal of a DBMS is to provide an environment that is both convenient and efficient to use in retrieving and storing database information. It is an interface between the user of application programs, on the one hand, and the database, on the other.The objective of Database Management System: An Evolutionary Approach, is to enable the learner to grasp a basic understanding of a DBMS, its need, and its terminologiesdiscern the difference between the traditional file-based systems and a DBMScode while learning to grasp theory in a practical waystudy provided examples and case studies for better comprehensionThis book is intended to give under- and postgraduate students a fundamental background in DBMSs. The book follows an evolutionary learning approach that emphasizes the basic concepts and builds a strong foundation to learn more advanced topics including normalizations, normal forms, PL/SQL, transactions, concurrency control, etc.This book also gives detailed knowledge with a focus on entity-relationship (ER) diagrams and their reductions into tables, with sufficient SQL codes for a more practical understanding.",Jagdish Chandra Patni,https://www.amazon.com/Database-Management-System-Evolutionary-Approach/dp/0367244934/ref=sr_1_15?keywords=database+management+system+books&qid=1680595294&s=books&sr=1-15
"Advanced Database Management System [Paperback] [Jan 01, 2017] Sanjeev Sharma, Jitendra Agrawal",$26.45,4.5,Brand New,Jitendra Agrawal Sanjeev Sharma,https://www.amazon.com/Advanced-Database-Management-System-Sanjeev/dp/935119938X/ref=sr_1_18?keywords=database+management+system+books&qid=1680595294&s=books&sr=1-18
Computer Networks 5th By Andrew S. Tanenbaum (International Economy Edition),$41.26,4.4,Printed in Asia - Carries Same Contents as of US edition - Opt Expedited Shipping for 3 to 4 day delivery -,Andrew S. Tanenbaum,https://www.amazon.com/Computer-Networks-5e-5th-Tanenbaum/dp/9332518742/ref=sr_1_6?keywords=computer+networks+books&qid=1680595536&s=books&sr=1-6
"Comptia Network+ Certification All-In-One Exam Guide, Eighth Edition (Exam N10-008)",$45.99,4.8,"This up-to-date Mike Meyers exam guide delivers complete coverage of every topic on the N10-008 version of the CompTIA Network+ Certification examGet complete coverage of all the CompTIA Network+ exam objectives inside this comprehensive resource. Created and edited by Mike Meyers, the leading expert on CompTIA certification and training, CompTIA Network+ Certification All-in-One Exam Guide, Eighth Edition covers exam N10-008 in full detail. You’ll find learning objectives at the beginning of each chapter, exam tips, scenarios, practice exam questions, and in-depth explanations. Designed to help you pass the exam with ease, this authoritative guide also serves as an essential on-the-job reference.Covers all exam topics, including:Network architecturesCabling and topologyEthernet basicsNetwork installationTCP/IP applications and network protocolsRoutingNetwork namingAdvanced networking devicesIPv6Remote connectivityWireless networkingVirtualization and cloud computingMobile networkingNetwork operationsManaging riskNetwork securityNetwork monitoring and troubleshootingOnline content includes:100+ practice exam questions in a customizable test engine20+ lab simulations to help you prepare for the performance-based questionsOne hour of video training from Mike MeyersMike Meyers’ favorite shareware and freeware networking tools and utilities",Scott Jernigan,https://www.amazon.com/CompTIA-Network-Certification-N10-008-Comptia/dp/1264269056/ref=sr_1_8?keywords=computer+networks+books&qid=1680595536&s=books&sr=1-8
Computer Networking: This book includes: Hacking for Beginners and Networking Hacking,$35.00,3.9,"2 Manuscripts in 1 Book!Have you always been interested and fascinated by the world of hacking Do you wish to learn more about networking?Do you want to know how to protect your system from being compromised?If you want to understand how to hack from basic level to advanced keep reading...This book set includes: Book 1) Hacking for Beginners: Step by Step Guide to Cracking codes discipline, penetration testing and computer virus. Learning basic security tools on how to ethical hack and growBook 2) Networking Hacking: Complete guide tools for computer wireless network technology, connections and communications system. Practical penetration of a network via services and hardware.The first book ""Hacking for Beginners"" will teach you the basics of hacking as well as the different types of hacking and how hackers think. By reading it, you will not only discover why they are attacking your computers, but you will also be able to understand how they can scan your system and gain access to your computer.The second book ""Networking Hacking"" will teach you the basics of a computer network, countermeasures that you can use to prevent a social engineering and physical attack and how to assess the physical vulnerabilities within your organization.Below we explain the most exciting parts of the book set.An introduction to hacking.Google hacking and Web hackingFingerprintingSecurity and wireless securityDifferent types of attackersDefects in softwareSniffing and SpoofingThe basics of a computer networkThe hacking methodologySocial engineeringHow to crack passwordsAnd there's so much more to learn!Follow me, and let's dive into the world of hacking!Don't keep waiting to start your new journey as a hacker; get started now and order your copy today!Scroll up and click BUY NOW button!",Karnel Erickson,https://www.amazon.com/Computer-Networking-This-Hacking-Beginners/dp/1990151132/ref=sr_1_10?keywords=computer+networks+books&qid=1680595536&s=books&sr=1-10
EXPRESS LEARNING – DATA COMMUNICATIONS AND COMPUTER NETWORKS,$29.90,4.4,Express Learning - Data Communications and Computer Networks-Pearson-ITL ESL-2012-EDN-1,ITL EDUCATION SOLUTIONS LIMITED,https://www.amazon.com/Express-Learning-Communications-Computer-Networks/dp/8131761274/ref=sr_1_14?keywords=computer+networks+books&qid=1680595536&s=books&sr=1-14
Computer Networks: A Systems Approach,"$81,283",4.1,"Please Read Notes: Brand New, International Softcover Edition, Printed in black and white pages, minor self wear on the cover or pages, Sale restriction may be printed on the book, but Book name, contents, and author are exactly same as Hardcover Edition. Fast delivery through DHL/FedEx express.",Peterson,https://www.amazon.com/Computer-Networks-System-Approach-Peterson/dp/9380501935/ref=sr_1_19?keywords=computer+networks+books&qid=1680595536&s=books&sr=1-19
Getting started with Deep Learning for Natural Language Processing: Learn how to build NLP applications with Deep Learning (English Edition),$29.95,4,"Learn how to redesign NLP applications from scratch.  Key Features Get familiar with the basics of any Machine Learning or Deep Learning application.  Understand how does preprocessing work in NLP pipeline.  Use simple PyTorch snippets to create basic building blocks of the network commonly used in NLP.  Get familiar with the advanced embedding technique, Generative network, and Audio signal processing techniques.DescriptionNatural language processing (NLP) is one of the areas where many Machine Learning and Deep Learning techniques are applied. This book covers wide areas, including the fundamentals of Machine Learning, Understanding and optimizing Hyperparameters, Convolution Neural Networks (CNN), and Recurrent Neural Networks (RNN). This book not only covers the classical concept of text processing but also shares the recent advancements. This book will empower users in designing networks with the least computational and time complexity. This book not only covers basics of Natural Language Processing but also helps in deciphering the logic behind advanced concepts/architecture such as Batch Normalization, Position Embedding, DenseNet, Attention Mechanism, Highway Networks, Transformer models and Siamese Networks. This book also covers recent advancements such as ELMo-BiLM, SkipThought, and Bert. This book also covers practical implementation with step by step explanation of deep learning techniques in Topic Modelling, Text Generation, Named Entity Recognition, Text Summarization, and Language Translation. In addition to this, very advanced and open to research topics such as Generative Adversarial Network and Speech Processing are also covered. What you will learn Learn how to leveraging GPU for Deep Learning  Learn how to use complex embedding models such as BERT  Get familiar with the common NLP applications  Learn how to use GANs in NLP  Learn how to process Speech data and implementing it in Speech applications Who this book is forThis book is a must-read to everyone who wishes to start the career with Machine learning and Deep Learning. This book is also for those who want to use GPU for developing Deep Learning applications.Table of Contents 1. Understanding the basics of learning Process2. Text Processing Techniques3. Representing Language Mathematically4. Using RNN for NLP5. Applying CNN In NLP Tasks6. Accelerating NLP with Advanced Embeddings7. Applying Deep Learning to NLP tasks8. Application of Complex Architectures in NLP9. Understanding Generative Networks10. Techniques of Speech Processing11. The Road AheadAbout the Authors  Sunil Patel  has completed his master’s in Information Technology from the Indian Institute of Information technology-Allahabad with a thesis focused on investigating 3D protein-protein interactions with deep learning. Sunil has worked with TCS Innovation Labs, Excelra, and Innoplexus before joining to Nvidia. The main areas of research were using Deep Learning, Natural language processing in Banking, and healthcare domain. Sunil started experimenting with deep learning by implanting the basic layer used in pipelines and then developing complex pipelines for a real-life problem. Apart from this, Sunil has also participated in CASP-2014 in collaboration with SCFBIO-IIT Delhi to efficiently predict possible Protein multimer formation and its impact on diseases using Deep Learning. Currently, Sunil works with Nvidia as Data Scientist – III.LinkedIn Profile:https://www.linkedin.com/in/linus1/",Sunil Patel,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0ODcyNDY3NzI4ODczOTkwOjE2ODA1OTU1MzY6c3BfYnRmOjIwMDYwMjQxNTg2NDA3OjowOjo&url=%2FGetting-started-Learning-Language-Processing%2Fdp%2F9389898110%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dcomputer%2Bnetworks%2Bbooks%26qid%3D1680595536%26s%3Dbooks%26sr%3D1-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Survivable Networks: Algorithms for Diverse Routing (The Springer International Series in Engineering and Computer Science, 477)",$163.54,5,"Survivable Networks: Algorithms for Diverse Routing provides algorithms for diverse routing to enhance the survivability of a network. It considers the common mesh-type network and describes in detail the construction of physically disjoint paths algorithms for diverse routing. The algorithms are developed in a systematic manner, starting with shortest path algorithms appropriate for disjoint paths construction. Key features of the algorithms are optimality and simplicity. Although the algorithms have been developed for survivability of communication networks, they are in a generic form, and thus applicable in other scientific and technical disciplines to problems that can be modeled as a network.  A notable highlight of this book is the consideration of real-life telecommunication networks in detail. Such networks are described not only by nodes and links, but also by the actual physical elements, called span nodes and spans. The sharing of spans (the actual physical links) by the network (logical) links complicates the network, requiring new algorithms. This book is the first one to provide algorithms for such networks.  Survivable Networks: Algorithms for Diverse Routing is a comprehensive work on physically disjoint paths algorithms. It is an invaluable resource and reference for practicing network designers and planners, researchers, professionals, instructors, students, and others working in computer networking, telecommunications, and related fields.",Ramesh Bhandari,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MjcwMDI4ODAzODEwMzIyOjE2ODA1OTU2NDE6c3BfYXRmOjIwMDQxNzYwOTA1Mjk4OjowOjo&url=%2FSurvivable-Networks-Algorithms-International-Engineering%2Fdp%2F0792383818%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dcomputer%2Bnetworks%2Bengineering%26qid%3D1680595641%26s%3Dbooks%26sr%3D1-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
"Context-Aware Pervasive Systems and Applications (Intelligent Systems Reference Library, 169)",$6.74,5,"This textbook explores the current challenges in and future prospects of context-aware pervasive systems and applications. The phenomenal advances in broadband technology and ubiquitous access to the Internet have transformed Internet computing into the Internet of Things (IoT), which is now evolving toward the Internet of Everything. Modern scientific, engineering, and business applications are increasingly dependent on machine-to-machine communication, wherein there is less human intervention. In turn, this creates a need for context-aware pervasive systems and applications in which RFID, sensors, and smartphones play a key role. The book provides an essential overview of context, context management, and how to perform context management in various use cases. In addition, it addresses context-aware computing and personalization, various architectures for context-aware systems, and security issues. The content is explained using straightforward language and easy-to-follow examples, case studies, technical descriptions, procedures, algorithms, and protocols for context-aware systems.",Parikshit N. Mahalle,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MjcwMDI4ODAzODEwMzIyOjE2ODA1OTU2NDE6c3BfbXRmOjIwMDQxNzc2NzUzMTk4OjowOjo&url=%2FContext-Aware-Pervasive-Systems-Applications-Intelligent%2Fdp%2F9813299541%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dcomputer%2Bnetworks%2Bengineering%26qid%3D1680595641%26s%3Dbooks%26sr%3D1-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Mathematical Problems in Data Science,$98.49,1,"This book describes current problems in data science and Big Data. Key topics are data classification, Graph Cut, the Laplacian Matrix, Google Page Rank, efficient algorithms, hardness of problems, different types of big data, geometric data structures, topological data processing, and various learning methods.  For unsolved problems such as incomplete data relation and reconstruction, the book includes possible solutions and both statistical and computational methods for data analysis. Initial chapters focus on exploring the properties of incomplete data sets and partial-connectedness among data points or data sets. Discussions also cover the completion problem of Netflix matrix; machine learning method on massive data sets; image segmentation and video search. This book introduces software tools for data science and Big Data such MapReduce, Hadoop, and Spark.   This book contains three parts.  The first part explores the fundamental tools of data science. It includes basic graph theoretical methods, statistical and AI methods for massive data sets. In second part, chapters focus on the procedural treatment of data science problems including machine learning methods, mathematical image and video processing, topological data analysis, and statistical methods. The final section provides case studies on special topics in variational learning, manifold learning, business and financial data recovery, geometric search, and computing models. Mathematical Problems in Data Science is a valuable resource for researchers and professionals working in data science, information systems and networks.  Advanced-level students studying computer science, electrical engineering and mathematics will also find the content helpful.",Chen,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMjUzMzc0MzM4NDM4NTg3OjE2ODA1OTU4MDI6c3BfYnRmOjIwMDQxNzc1NTQwMTk4OjowOjo&url=%2FMathematical-Problems-Data-Science-Theoretical%2Fdp%2F3319251252%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dcomputer%2Bnetworks%2Bbooks%26qid%3D1680595802%26s%3Dbooks%26sr%3D1-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Operating System Design: The Xinu Approach, Second Edition",$45.88,4.4,"An Update of the Most Practical A-to-Z Operating System BookWidely lauded for avoiding the typical black box approach found in other operating system textbooks, the first edition of this bestselling book taught readers how an operating system works and explained how to build it from the ground up. Continuing to follow a logical pattern for system design, Operating System Design: The Xinu Approach, Second Edition removes the mystery from operating system design and consolidates the body of material into a systematic discipline. It presents a hierarchical design paradigm that organizes major operating system components in an orderly, understandable manner. The book guides readers through the construction of a conventional process-based operating system using practical, straightforward primitives. It gives the implementation details of one set of primitives, usually the most popular set. Once readers understand how primitives can be implemented on conventional hardware, they can then easily implement alternative versions.The text begins with a bare machine and proceeds step-by-step through the design and implementation of Xinu, which is a small, elegant operating system that supports dynamic process creation, dynamic memory allocation, network communication, local and remote file systems, a shell, and device-independent I/O functions. The Xinu code runs on many hardware platforms. This second edition has been completely rewritten to contrast operating systems for RISC and CISC processors. Encouraging hands-on experimentation, the book provides updated code throughout and examples for two low-cost experimenter boards: BeagleBone Black from ARM and Galileo from Intel.",Douglas Comer,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNTgxNTY0MDYwOTA1NjQwOjE2ODA1OTU5NTg6c3BfYXRmOjIwMDc5Nzg1Nzc5NTk4OjowOjo&url=%2FOperating-System-Design-Approach-Second%2Fdp%2F0367575930%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Doperating%2Bsystem%26qid%3D1680595958%26s%3Dbooks%26sr%3D1-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Operating Systems: Concepts,$4.04,4.3,"The main software when using the computer is the operating system. The operating system defines all the experiences when using a computer; it manages the hardware and software resources of the computer system, provides a way for applications to deal with the hardware without having to know all the details of the hardware, and it is the software that makes all the programs work. It organizes and controls the hardware on computers. The operating system is the first software we see when we turn on the computer, and the last software we see when the computer is turned off.The operating system plays the role of the good parent, making sure that each application gets the necessary resources while playing nicely with all the other applications, as well as husbanding the limited capacity of the system for the greatest good of all the users and applications. Even if a particular computer is unique, an operating system can ensure that applications continue to run when hardware upgrades and updates occur.",G. Sreehitha Reddy,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNTgxNTY0MDYwOTA1NjQwOjE2ODA1OTU5NTg6c3BfYXRmOjIwMTAxNDk5NjQyNDk4OjowOjo&url=%2FOperating-Systems-Concepts-Sreehitha-Reddy%2Fdp%2F1646789814%2Fref%3Dsr_1_3_sspa%3Fkeywords%3Doperating%2Bsystem%26qid%3D1680595958%26s%3Dbooks%26sr%3D1-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1%26smid%3DA15DBATYR506U3
Operating Systems: Three Easy Pieces,$23.32,4.6,"OSTEP (""oh step""), or the ""the comet book"", represents the culmination of years of teaching intro to operating systems to both undergraduates and graduates at the University of Wisconsin-Madison Computer Sciences department for nearly 20 years.The book is organized around three concepts fundamental to OS construction: virtualization (of CPU and memory), concurrency (locks and condition variables), and persistence (disks, RAIDS, and file systems).The material, if combined with serious project work and homeworks, will lead students to a deeper understanding and appreciation of modern OSes.The authors, Remzi and Andrea Arpaci-Dusseau, are both professors of Computer Sciences at the University of Wisconsin-Madison. They have been doing research in computer systems for over 20 years, working together since their first graduate operating systems class at U.C. Berkeley in 1993.Since that time, they have published over 100 papers on the performance and reliability of many aspects of modern computer systems, with a special focus on file and storage systems. Their work has been recognized with numerous best-paper awards, and some of their innovations can be found in the Linux and BSD operating systems today.",Remzi H Arpaci-Dusseau,https://www.amazon.com/Operating-Systems-Three-Easy-Pieces/dp/198508659X/ref=sr_1_11?keywords=operating+system&qid=1680595958&s=books&sr=1-11
Linux: A Comprehensive Guide to Linux Operating System and Command Line,$14.99,5,"LINUXThe term Linux refers to an operating system, or kernel, developed by Linus Torvalds and a few other contributors. It was publicly released for the first time in September 1991 and its introduction completely changed how users would experience computing for personal and professional purposes.Linux has continued to grow in popularity over the years and is now widely used by individuals and businesses alike. This book will serve as a beginner's guide to Linux, and will explain everything you need to know about this exciting operating system!Here Is A Preview Of What You'll Learn About Inside...What Is LinuxThe History of LinuxFeatures Of LinuxLinux Command LineShell Scripting In LinuxThe Linux Boot ProcessMuch, Much More!",Sam Griffin,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNTgxNTY0MDYwOTA1NjQwOjE2ODA1OTU5NTg6c3BfbXRmOjIwMDg0OTA4ODY1Mjk4OjowOjo&url=%2FLinux-Comprehensive-Operating-System-Command%2Fdp%2F1761036416%2Fref%3Dsr_1_13_sspa%3Fkeywords%3Doperating%2Bsystem%26qid%3D1680595958%26s%3Dbooks%26sr%3D1-13-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Linux for Hackers: The Advanced Guide on Kali Linux Operating System,$16.53,3.7,"The book, 'Linux for Hackers: The Advanced Guide on Kali Linux Operating System, ' contains condensed knowledge and information regarding the essential tools and maneuvers that a typical veteran hacker would employ in a penetration attack. This information is presented to the readers in the context of an Operating System that is not only recommended for hacking tasks but is practically made for hackers.This book features a balance of both theoretical and practical information with each topic giving the best of both worlds to the readers and allowing them to learn and practice without any difficulty.The chapters in this book feature interactive guiding-style practical demonstrations that show the reader the implementation and use of some of the most important modules, tools, and commands highlighted in the respective topics. This book emphasizes methods and techniques that can help boost the success rate of the penetration attack. It also highlights the practices that can help the attacker maintain his stealth and protect his identity from being exposed; this is a topic that should be discussed with the utmost detail.Apart from that, the reader will find useful implementations and tricks regarding tools such as Metasploit, PowerShell, etc. which offer advanced functionality in hacking tasks. Moreover, with an elaborative chapter dedicated to Social Engineering facilitating physical attacks, the book opens new avenues for the reader to explore and provides an oppurtunity to learn how to implement creativity and ingenuity in hacking. Now is your chance to learn advanced hacking strategies with Kali Linux. Click the Buy Now button to get started!",William Vance,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxNTgxNTY0MDYwOTA1NjQwOjE2ODA1OTU5NTg6c3BfbXRmOjIwMDM4NjIzMDUxMzk4OjowOjo&url=%2FLinux-Hackers-Advanced-Operating-System%2Fdp%2F1913842061%2Fref%3Dsr_1_14_sspa%3Fkeywords%3Doperating%2Bsystem%26qid%3D1680595958%26s%3Dbooks%26sr%3D1-14-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Operating System,$41.59,4.5,Brand New,DEITEL,https://www.amazon.com/Operating-System-3e-Deitel/dp/8131712893/ref=sr_1_24?keywords=operating+system&qid=1680595958&s=books&sr=1-24
